Fecha,Visita,Local,Carreras_Visita,Carreras_Local,Hits_Visita,HR_Visita,Hits_Local,HR_Local,Pitcher_Visita,Pitcher_Local,Gana_Local
2022-04-30,DET,LAN,5,1,10,0,4,1,brieb001,kersc001,0
2022-04-30,ARI,SLN,2,0,5,2,2,0,kellm002,mikom001,0
2022-05-01,ANA,CHA,6,5,8,1,12,0,lorem002,keucd001,0
2022-05-01,HOU,TOR,2,3,8,0,3,1,valdf001,gausk001,1
2022-05-01,ATL,TEX,3,7,6,0,11,0,mullk001,heart001,1
2022-05-01,MIN,TBA,9,3,13,1,8,0,windj002,flemj001,0
2022-05-01,CLE,OAK,7,3,9,0,6,0,mcket001,kaprj001,0
2022-05-01,NYA,KCA,6,4,8,2,11,1,sevel001,lyncd001,0
2022-05-01,BOS,BAL,5,9,11,1,13,1,piven001,lylej001,1
2022-05-01,PHI,NYN,6,10,8,4,15,0,efliz001,schem001,1
2022-05-01,WAS,SFN,11,5,12,0,6,0,grayj004,cobba001,0
2022-05-01,SDN,PIT,5,2,11,0,8,0,musgj001,kellm003,0
2022-05-01,ARI,SLN,5,7,7,4,9,2,daviz001,hickj002,1
2022-05-01,CHN,MIL,2,0,5,1,3,0,strom001,burnc002,0
2022-05-01,SEA,MIA,7,3,12,2,10,2,gilbl002,alcas001,0
2022-05-01,DET,LAN,3,6,10,2,8,0,rodre004,buehw001,1
2022-05-01,CIN,COL,1,10,4,1,12,2,sanmr001,freek001,1
2022-05-02,NYA,TOR,3,2,8,1,9,0,montj004,strir001,0
2022-05-02,TBA,OAK,6,1,12,1,2,0,rasmd002,jeffd001,0
2022-05-02,SEA,HOU,0,3,5,0,8,2,gonzm005,odorj001,1
2022-05-02,ANA,CHA,0,3,2,0,7,0,sandp002,ceasd001,1
2022-05-02,MIN,BAL,2,1,7,0,4,0,paddc001,wellt003,0
2022-05-02,KCA,SLN,0,1,5,0,4,1,greiz001,matzs001,1
2022-05-02,ATL,NYN,5,2,8,1,5,1,friem001,bassc001,0
2022-05-02,ARI,MIA,5,4,9,1,8,0,gallz001,lopep002,0
2022-05-03,NYA,TOR,9,1,10,2,8,0,tailj001,manoa001,0
2022-05-03,TBA,OAK,10,7,14,2,10,1,yarbr001,blacp001,0
2022-05-03,SLN,KCA,1,7,6,0,15,1,hudsd002,kellb003,1
2022-05-03,SEA,HOU,0,4,4,0,5,2,flexc001,javic001,1
2022-05-03,ANA,BOS,0,4,3,0,9,2,syndn001,wachm001,1
2022-05-03,MIN,BAL,7,2,10,1,7,0,ryanj002,zimmb002,0
2022-05-03,TEX,PHI,6,4,9,2,11,1,grayj003,suarr001,0
2022-05-03,ARI,MIA,5,4,9,2,6,0,casth002,roget003,0
2022-05-03,ATL,NYN,4,5,5,1,8,0,mortc002,peted003,1
2022-05-03,CIN,MIL,3,6,6,2,6,2,mahlt001,woodb005,1
2022-05-03,SFN,LAN,1,3,6,0,5,0,rodoc001,uriaj001,1
2022-05-03,WAS,COL,10,2,16,2,7,1,fedde001,marqg001,0
2022-05-03,CHA,CHN,3,1,7,1,6,0,kopem001,effrs001,0
2022-05-04,SDN,CLE,5,4,6,1,7,0,clevm001,plesz001,0
2022-05-04,TBA,OAK,3,0,6,0,4,0,klubc001,montf001,0
2022-05-04,NYA,TOR,1,2,5,1,4,1,cortn001,kikuy001,1
2022-05-04,SEA,HOU,2,7,5,1,10,0,brasm001,verlj001,1
2022-05-04,PIT,DET,7,2,11,2,8,0,quinj001,faeda001,0
2022-05-04,ANA,BOS,10,5,8,4,8,1,detmr001,whitg002,0
2022-05-04,SLN,KCA,10,0,8,2,4,0,waina001,bubik001,0
2022-05-04,TEX,PHI,2,1,7,0,6,0,perem004,wheez001,0
2022-05-04,ATL,NYN,9,2,9,1,8,1,andei001,megit002,0
2022-05-04,CIN,MIL,4,18,7,0,17,3,gutiv001,peraf001,1
2022-05-04,ARI,MIA,8,7,9,2,10,3,bumgm001,herne002,0
2022-05-04,SFN,LAN,1,9,6,1,11,2,wooda002,gonst001,1
2022-05-04,WAS,COL,2,5,7,1,9,0,corbp001,gomba001,1
2022-05-04,CHA,CHN,4,3,9,2,5,2,gioll001,hendk001,0
2022-05-04,MIN,BAL,4,9,8,1,12,2,bundd001,bradk001,1
2022-05-05,TBA,SEA,4,3,7,1,5,2,mccls003,ray-r002,0
2022-05-05,DET,HOU,2,3,9,1,8,2,skubt001,urquj001,1
2022-05-05,TOR,CLE,5,6,9,2,11,1,berrj001,civaa001,1
2022-05-05,ANA,BOS,8,0,8,2,6,0,ohtas001,hillr001,0
2022-05-05,MIN,BAL,3,5,9,1,11,5,archc001,watks003,1
2022-05-05,NYN,PHI,8,7,11,2,12,2,walkt004,nolaa001,0
2022-05-05,MIA,SDN,1,2,5,0,5,2,luzaj001,martn002,1
2022-05-05,CIN,MIL,5,10,9,1,12,6,greeh001,housa001,1
2022-05-05,WAS,COL,7,9,15,2,10,3,sanca006,senza001,1
2022-05-05,SLN,SFN,7,1,12,1,10,0,mikom001,llovm001,0
2022-05-06,CHA,BOS,4,2,10,1,6,0,velav001,eovan001,0
2022-05-06,OAK,MIN,1,2,4,0,8,2,loguz001,windj002,1
2022-05-06,TBA,SEA,8,7,13,1,11,3,wislm001,gilbl002,0
2022-05-06,WAS,ANA,0,3,4,0,5,0,adonj001,diazj007,1
2022-05-06,DET,HOU,2,3,2,0,7,2,brieb001,garcl007,1
2022-05-06,MIA,SDN,2,3,6,1,5,0,alcas001,darvy001,1
2022-05-06,MIL,ATL,6,3,11,0,3,2,lauee001,chavj001,0
2022-05-06,COL,ARI,1,4,7,0,6,2,kuhlc001,kellm002,1
2022-05-06,SLN,SFN,3,2,6,1,7,0,hickj002,cobba001,0
2022-05-07,TBA,SEA,8,2,10,3,6,1,rasmd002,gonzm005,0
2022-05-07,OAK,MIN,0,1,3,0,5,1,kaprj001,grays001,1
2022-05-07,DET,HOU,2,3,11,0,4,1,rodre004,valdf001,1
2022-05-07,TOR,CLE,2,8,4,0,11,1,strir001,mcket001,1
2022-05-07,WAS,ANA,7,3,10,3,7,2,grayj004,lorem002,0
2022-05-07,SLN,SFN,7,13,14,1,9,3,matzs001,webbl001,1
2022-05-07,CHA,BOS,3,1,11,0,7,0,ceasd001,piven001,0
2022-05-07,PIT,CIN,8,5,13,4,7,1,kellm003,mored002,0
2022-05-07,LAN,CHN,6,2,3,1,6,1,andet002,norrd002,0
2022-05-07,MIL,ATL,2,3,7,1,8,1,burnc002,friem001,1
2022-05-07,COL,ARI,4,1,8,0,6,0,freek001,daviz001,0
2022-05-07,MIA,SDN,8,0,10,2,5,0,lopep002,manas001,0
2022-05-08,KCA,BAL,2,4,7,0,8,0,lyncd001,zimmb002,1
2022-05-08,TEX,NYA,4,2,7,2,3,1,ottog001,montj004,0
2022-05-08,OAK,MIN,3,4,8,0,9,0,jeffd001,paddc001,1
2022-05-08,DET,HOU,0,5,1,0,5,2,peraw001,odorj001,1
2022-05-08,TBA,SEA,1,2,5,1,8,1,yarbr001,kirbg001,1
2022-05-08,CHA,BOS,3,2,6,0,9,0,keucd001,houct001,0
2022-05-08,TOR,CLE,3,4,4,0,9,1,manoa001,pilkk001,1
2022-05-08,SLN,SFN,3,4,6,1,7,2,hudsd002,junij001,1
2022-05-08,COL,ARI,0,4,5,0,8,0,marqg001,gallz001,1
2022-05-08,MIL,ATL,2,9,4,0,10,2,ashba003,mortc002,1
2022-05-08,LAN,CHN,7,1,10,0,4,0,buehw001,steej002,0
2022-05-08,WAS,ANA,4,5,11,0,8,0,fedde001,sandp002,1
2022-05-08,NYN,PHI,2,3,6,0,11,1,schem001,gibsk002,1
2022-05-08,MIA,SDN,2,3,5,1,8,1,roget003,musgj001,1
2022-05-08,PIT,CIN,3,7,3,2,6,2,thomz001,mahlt001,1
2022-05-09,PHI,SEA,9,0,17,2,4,0,suarr001,flexc001,0
2022-05-09,TEX,NYA,0,1,2,0,5,0,grayj003,cortn001,1
2022-05-09,OAK,DET,2,0,6,1,4,0,blacp001,pinem001,0
2022-05-09,KCA,BAL,1,6,6,0,9,0,hernc006,wellt003,1
2022-05-09,TBA,ANA,3,11,10,1,11,4,sprij001,syndn001,1
2022-05-09,CLE,CHA,12,9,12,3,7,2,plesz001,kopem001,0
2022-05-09,CHN,SDN,6,0,11,0,3,0,hendk001,gorem001,0
2022-05-09,LAN,PIT,1,5,4,1,15,2,uriaj001,quinj001,1
2022-05-09,MIL,CIN,5,10,7,1,14,3,woodb005,castl003,1
2022-05-09,MIA,ARI,3,4,9,1,7,1,herne002,casth002,1
2022-05-09,COL,SFN,5,8,11,0,11,1,gomba001,rodoc001,1
2022-05-10,CLE,CHA,1,4,7,1,9,1,quanc001,gioll001,1
2022-05-10,KCA,TEX,4,6,7,0,10,2,kellb003,perem004,1
2022-05-10,PHI,SEA,4,5,5,3,11,0,nolaa001,ray-r002,1
2022-05-10,TOR,NYA,5,6,7,1,5,2,kikuy001,sevel001,1
2022-05-10,HOU,MIN,5,0,7,0,3,0,verlj001,ryanj002,0
2022-05-10,OAK,DET,4,1,8,0,7,0,marta006,faeda001,0
2022-05-10,TBA,ANA,0,12,0,0,18,4,klubc001,detmr001,1
2022-05-10,LAN,PIT,11,1,15,1,4,0,gonst001,wilsb003,0
2022-05-10,BAL,SLN,5,3,11,2,7,2,bradk001,naugp001,0
2022-05-10,COL,SFN,2,9,10,0,12,0,senza001,wooda002,1
2022-05-10,CHN,SDN,4,5,10,1,11,0,milew001,clevm001,1
2022-05-10,MIL,CIN,5,4,9,1,6,0,peraf001,greeh001,0
2022-05-10,BOS,ATL,9,4,11,1,6,1,whitg002,wrigk001,0
2022-05-10,MIA,ARI,3,9,9,1,11,1,luzaj001,bumgm001,1
2022-05-10,NYN,WAS,4,2,8,0,8,1,carrc003,corbp001,0
2022-05-11,TBA,ANA,4,2,5,1,6,1,mccls003,ohtas001,0
2022-05-11,KCA,TEX,8,2,8,1,6,2,speig001,bushm001,0
2022-05-11,PHI,SEA,4,2,7,1,8,0,faltb001,gilbl002,0
2022-05-11,HOU,MIN,11,3,15,2,10,0,urquj001,archc001,0
2022-05-11,OAK,DET,9,0,11,0,7,0,loguz001,wentj001,0
2022-05-11,NYN,WAS,3,8,10,1,10,2,megit002,sanca006,1
2022-05-11,TOR,NYA,3,5,9,0,8,1,berrj001,tailj001,1
2022-05-11,COL,SFN,1,7,4,0,10,1,kuhlc001,cobba001,1
2022-05-11,CHN,SDN,7,5,9,1,12,3,thomk002,martn002,0
2022-05-11,LAN,PIT,3,5,5,0,8,3,pepir001,peted001,1
2022-05-11,MIL,CIN,11,14,15,5,14,1,housa001,gutiv001,1
2022-05-11,BAL,SLN,1,10,5,0,11,1,watks003,mikom001,1
2022-05-11,BOS,ATL,3,5,7,1,8,2,eovan001,andei001,1
2022-05-11,MIA,ARI,11,3,15,3,4,2,alcas001,kellm002,0
2022-05-12,KCA,TEX,1,3,5,0,6,1,heasj001,heart001,1
2022-05-12,HOU,MIN,5,0,9,2,7,0,garcl007,windj002,0
2022-05-12,OAK,DET,5,3,5,1,6,0,kaprj001,brieb001,0
2022-05-12,NYA,CHA,15,7,15,4,8,1,gil-l001,ceasd001,0
2022-05-12,PHI,LAN,9,7,12,2,12,1,wheez001,andet002,0
2022-05-12,BAL,SLN,3,2,8,2,6,1,bakeb001,matzs001,0
2022-05-12,CIN,PIT,4,0,9,1,4,0,overc001,brubj001,0
2022-05-12,NYN,WAS,4,1,5,1,4,1,walkt004,adonj001,0
2022-05-13,BOS,TEX,7,1,10,0,4,0,piven001,dunnd001,0
2022-05-13,TOR,TBA,2,5,6,0,7,0,gausk001,rasmd002,1
2022-05-13,ANA,OAK,2,0,6,1,2,0,silsc001,jeffd001,0
2022-05-13,BAL,DET,2,4,8,2,6,1,lylej001,rodre004,1
2022-05-13,NYA,CHA,10,4,14,4,9,1,coleg001,velav001,0
2022-05-13,HOU,WAS,6,1,7,3,8,0,valdf001,grayj004,0
2022-05-13,SFN,SLN,8,2,8,1,6,1,webbl001,hickj002,0
2022-05-13,CLE,MIN,8,12,9,3,13,4,civaa001,grays001,1
2022-05-13,SEA,NYN,2,1,4,0,5,0,gonzm005,schem001,0
2022-05-13,MIL,MIA,2,1,6,1,5,1,burnc002,lopep002,0
2022-05-13,PHI,LAN,12,10,15,2,12,2,gibsk002,buehw001,0
2022-05-13,KCA,COL,14,10,18,2,13,2,greiz001,freek001,0
2022-05-13,SDN,ATL,11,6,16,2,12,2,darvy001,friem001,0
2022-05-13,CHN,ARI,3,4,5,0,12,0,smyld001,daviz001,1
2022-05-13,CIN,PIT,8,2,10,3,7,1,mahlt001,kellm003,0
2022-05-14,BOS,TEX,11,3,14,2,7,0,hillr001,ottog001,0
2022-05-14,TOR,TBA,5,1,7,2,6,1,ryu-h001,yarbr001,0
2022-05-14,ANA,OAK,9,1,9,2,7,0,lorem002,ollea001,0
2022-05-14,CLE,MIN,3,2,7,0,10,1,biebs001,smeld001,0
2022-05-14,BAL,DET,0,3,4,0,7,2,zimmb002,pinem001,1
2022-05-14,NYA,CHA,2,3,9,0,11,1,montj004,keucd001,1
2022-05-14,HOU,WAS,6,13,12,1,14,2,javic001,fedde001,1
2022-05-14,SFN,SLN,0,4,8,0,9,1,junij001,hudsd002,1
2022-05-14,SEA,NYN,4,5,9,1,7,1,kirbg001,bassc001,1
2022-05-14,MIL,MIA,3,9,8,2,11,3,lauee001,roget003,1
2022-05-14,PHI,LAN,8,3,10,4,5,1,suarr001,uriaj001,0
2022-05-14,SDN,ATL,5,6,4,0,9,2,manas001,mortc002,1
2022-05-14,CHN,ARI,4,2,4,1,8,0,hendk001,gallz001,0
2022-05-14,CIN,PIT,1,3,4,0,5,1,castl003,thomz001,1
2022-05-14,KCA,COL,4,10,5,2,10,3,hernc006,marqg001,1
2022-05-15,BOS,TEX,1,7,7,0,6,4,davia003,perem004,1
2022-05-15,HOU,WAS,8,0,11,4,4,0,verlj001,corbp001,0
2022-05-15,TOR,TBA,0,3,5,0,6,0,manoa001,sprij001,1
2022-05-15,ANA,OAK,4,1,9,1,5,0,sandp002,montf001,0
2022-05-15,CLE,MIN,1,3,6,1,4,2,mcket001,ryanj002,1
2022-05-15,BAL,DET,1,5,4,1,12,1,wellt003,skubt001,1
2022-05-15,NYA,CHA,5,1,2,1,4,1,cortn001,kopem001,0
2022-05-15,CIN,PIT,0,1,4,0,0,0,greeh001,quinj001,1
2022-05-15,SEA,NYN,8,7,16,2,9,1,ray-r002,carrc003,0
2022-05-15,MIL,MIA,7,3,9,3,5,1,woodb005,herne002,0
2022-05-15,PHI,LAN,4,5,8,0,7,1,nolaa001,grovm001,1
2022-05-15,KCA,COL,8,7,9,3,9,0,lyncd001,gomba001,0
2022-05-15,SDN,ATL,7,3,7,0,5,1,musgj001,wrigk001,0
2022-05-15,CHN,ARI,3,2,8,2,6,0,steej002,casth002,0
2022-05-15,SFN,SLN,6,15,7,3,17,3,rodoc001,waina001,1
2022-05-16,SEA,TOR,2,6,4,1,10,2,flexc001,kikuy001,1
2022-05-16,ANA,TEX,4,7,9,0,8,1,syndn001,grayj003,1
2022-05-16,DET,TBA,3,2,6,2,7,1,faeda001,klubc001,0
2022-05-16,MIN,OAK,3,1,8,1,4,0,archc001,loguz001,0
2022-05-16,CHA,KCA,5,3,10,2,6,0,cuetj001,kellb003,0
2022-05-16,HOU,BOS,3,6,7,1,8,2,odorj001,whitg002,1
2022-05-16,ATL,MIL,0,1,2,0,5,0,andei001,peraf001,1
2022-05-16,WAS,MIA,2,8,5,0,16,1,sanca006,alcas001,1
2022-05-16,ARI,LAN,4,5,5,2,9,1,bumgm001,gonst001,1
2022-05-16,SFN,COL,7,6,9,3,11,1,wooda002,senza001,0
2022-05-16,PIT,CHN,0,9,3,0,13,1,peted001,milew001,1
2022-05-16,NYA,BAL,6,2,11,3,3,2,sevel001,bradk001,0
2022-05-17,HOU,BOS,13,4,15,6,13,2,urquj001,eovan001,0
2022-05-17,SEA,TOR,0,3,6,0,6,0,gilbl002,berrj001,1
2022-05-17,ANA,TEX,5,10,11,3,11,2,detmr001,heart001,1
2022-05-17,DET,TBA,1,8,7,1,11,3,brieb001,mccls003,1
2022-05-17,MIN,OAK,2,5,7,2,11,1,bundd001,kaprj001,1
2022-05-17,CHA,KCA,1,2,7,0,8,1,martd006,singb001,1
2022-05-17,CIN,CLE,5,4,9,1,5,1,overc001,plesz001,0
2022-05-17,NYA,BAL,5,4,11,2,9,1,tailj001,watks003,0
2022-05-17,ARI,LAN,6,7,6,2,9,4,gilbt001,pepir001,1
2022-05-17,SLN,NYN,4,3,11,0,5,2,matzs001,walkt004,0
2022-05-17,ATL,MIL,3,0,6,1,5,0,davit005,housa001,0
2022-05-17,WAS,MIA,1,5,7,0,11,2,adonj001,potec001,1
2022-05-17,SFN,COL,10,7,14,1,12,1,cobba001,kuhlc001,0
2022-05-17,PIT,CHN,0,7,5,0,7,2,brubj001,thomk002,1
2022-05-17,SDN,PHI,3,0,8,0,5,0,clevm001,efliz001,0
2022-05-18,HOU,BOS,1,5,2,1,5,1,garcl007,piven001,1
2022-05-18,ANA,TEX,5,6,7,3,12,3,ohtas001,dunnd001,1
2022-05-18,DET,TBA,1,6,5,1,11,2,rodre004,rasmd002,1
2022-05-18,SEA,TOR,5,1,10,3,7,0,gonzm005,gausk001,0
2022-05-18,CHA,KCA,2,6,10,0,12,2,gioll001,greiz001,1
2022-05-18,NYA,BAL,3,2,6,0,7,0,coleg001,lylej001,0
2022-05-18,MIN,OAK,14,4,14,0,12,0,grays001,jeffd001,0
2022-05-18,SLN,NYN,4,11,10,1,11,1,hickj002,schem001,1
2022-05-18,ATL,MIL,6,7,10,2,10,1,friem001,burnc002,1
2022-05-18,WAS,MIA,5,4,9,0,7,1,grayj004,lopep002,0
2022-05-18,ARI,LAN,3,5,9,0,9,1,daviz001,buehw001,1
2022-05-18,SFN,COL,3,5,8,0,8,2,webbl001,freek001,1
2022-05-18,PIT,CHN,3,2,9,1,5,1,croww001,smyld001,0
2022-05-18,SDN,PHI,0,3,4,0,5,1,snelb001,wheez001,1
2022-05-19,CHA,KCA,7,4,14,1,11,1,velav001,hernc006,0
2022-05-19,TEX,HOU,1,5,6,0,10,0,ottog001,valdf001,1
2022-05-19,CIN,CLE,4,2,8,1,3,0,mahlt001,quanc001,0
2022-05-19,SEA,BOS,6,12,10,2,16,3,kirbg001,hillr001,1
2022-05-19,NYA,BAL,6,9,10,1,11,2,montj004,zimmb002,1
2022-05-19,SDN,PHI,2,0,10,0,8,0,darvy001,gibsk002,0
2022-05-19,SLN,NYN,6,7,13,2,11,1,hudsd002,bassc001,1
2022-05-19,ARI,CHN,3,1,6,1,4,0,gallz001,strom001,0
2022-05-20,MIN,KCA,6,4,7,0,11,2,smeld001,lyncd001,0
2022-05-20,CIN,TOR,1,2,8,0,9,0,castl003,ryu-h001,1
2022-05-20,DET,CLE,1,6,3,0,10,1,skubt001,civaa001,1
2022-05-20,SEA,BOS,3,7,5,1,8,2,ray-r002,wachm001,1
2022-05-20,TBA,BAL,6,8,10,1,11,1,beekj001,wellt003,1
2022-05-20,OAK,ANA,4,2,8,2,6,0,blacp001,silsc001,0
2022-05-20,TEX,HOU,3,0,5,1,8,0,perem004,javic001,0
2022-05-20,SLN,PIT,5,3,10,0,7,1,waina001,thomz001,0
2022-05-20,LAN,PHI,4,1,9,0,7,0,uriaj001,suarr001,0
2022-05-20,WAS,MIL,0,7,6,0,9,2,fedde001,lauee001,1
2022-05-20,ATL,MIA,5,3,9,3,10,1,mortc002,roget003,0
2022-05-20,ARI,CHN,10,6,12,7,8,4,casth002,hendk001,0
2022-05-20,SDN,SFN,8,7,11,1,10,2,manas001,junij001,0
2022-05-21,CIN,TOR,1,3,7,0,7,2,greeh001,manoa001,1
2022-05-21,CHA,NYA,5,7,11,1,8,1,keucd001,cortn001,1
2022-05-21,MIN,KCA,9,2,9,0,7,1,ryanj002,kellb003,0
2022-05-21,TEX,HOU,1,2,10,0,6,0,grayj003,verlj001,1
2022-05-21,SEA,BOS,5,6,12,0,11,2,flexc001,whitg002,1
2022-05-21,TBA,BAL,6,1,9,3,6,0,sprij001,bradk001,0
2022-05-21,SDN,SFN,2,1,6,1,6,1,musgj001,rodoc001,0
2022-05-21,OAK,ANA,3,5,7,0,8,2,montf001,lorem002,1
2022-05-21,LAN,PHI,7,4,13,3,6,2,whitm004,nolaa001,0
2022-05-21,WAS,MIL,1,5,9,1,12,2,corbp001,woodb005,1
2022-05-21,ATL,MIA,4,3,9,2,8,0,wrigk001,herne002,0
2022-05-21,NYN,COL,3,11,8,0,12,3,willt002,blact002,1
2022-05-21,ARI,CHN,7,6,11,1,10,2,bumgm001,steej002,0
2022-05-21,SLN,PIT,5,4,10,0,7,1,libem001,quinj001,0
2022-05-22,SEA,BOS,4,8,9,2,10,3,gilbl002,eovan001,1
2022-05-22,CIN,TOR,3,2,6,1,4,0,ashcg001,kikuy001,0
2022-05-22,CHA,NYA,5,0,13,1,3,0,kopem001,sevel001,0
2022-05-22,MIN,KCA,7,6,12,1,8,0,oberb002,singb001,0
2022-05-22,TEX,HOU,2,5,9,1,8,1,heart001,urquj001,1
2022-05-22,DET,CLE,4,2,7,1,6,1,faeda001,biebs001,0
2022-05-22,TBA,BAL,6,7,12,1,10,1,klubc001,watks003,1
2022-05-22,SDN,SFN,10,1,17,0,4,0,gorem001,wooda002,0
2022-05-22,OAK,ANA,1,4,4,0,10,2,irvic001,sandp002,1
2022-05-22,SLN,PIT,18,4,20,3,8,2,matzs001,wilsb003,0
2022-05-22,LAN,PHI,3,4,6,2,8,1,gonst001,efliz001,1
2022-05-22,WAS,MIL,8,2,14,0,8,1,sanca006,peraf001,0
2022-05-22,ATL,MIA,3,4,6,0,8,0,andei001,alcas001,1
2022-05-22,NYN,COL,2,0,7,0,6,0,walkt004,gomba001,0
2022-05-22,ARI,CHN,4,5,8,0,8,2,kellm002,milew001,1
2022-05-23,OAK,SEA,6,7,12,1,8,3,loguz001,gonzm005,1
2022-05-23,BAL,NYA,6,4,10,1,5,2,lylej001,coleg001,0
2022-05-23,DET,MIN,4,5,10,1,7,1,rodre005,archc001,1
2022-05-23,CLE,HOU,6,1,9,1,4,1,mcket001,garcl007,0
2022-05-23,LAN,WAS,10,1,12,0,7,0,andet002,adonj001,0
2022-05-23,TOR,SLN,3,7,4,1,10,2,berrj001,mikom001,1
2022-05-23,NYN,SFN,13,3,18,3,7,1,peted003,cobba001,0
2022-05-23,MIL,SDN,2,3,8,0,9,0,housa001,martn002,1
2022-05-23,COL,PIT,1,2,7,0,9,0,kuhlc001,brubj001,1
2022-05-23,CHN,CIN,7,4,8,2,5,3,smyld001,gutiv001,0
2022-05-23,PHI,ATL,7,3,10,0,11,0,wheez001,davit005,0
2022-05-23,KCA,ARI,5,9,12,3,10,2,greiz001,daviz001,1
2022-05-24,MIA,TBA,0,4,5,0,10,3,lopep002,mccls003,1
2022-05-24,OAK,SEA,7,5,13,2,9,1,kaprj001,kirbg001,0
2022-05-24,BAL,NYA,6,7,7,2,11,4,zimmb002,montj004,1
2022-05-24,DET,MIN,0,2,5,0,8,0,brieb001,grays001,1
2022-05-24,CLE,HOU,3,7,7,1,9,1,plesz001,valdf001,1
2022-05-24,BOS,CHA,16,3,19,4,6,1,piven001,ceasd001,0
2022-05-24,TEX,ANA,3,5,6,2,12,1,dunnd001,syndn001,1
2022-05-24,KCA,ARI,6,8,9,1,9,4,heasj001,gallz001,1
2022-05-24,TOR,SLN,8,1,12,3,6,0,gausk001,hickj002,0
2022-05-24,NYN,SFN,12,13,18,1,19,4,bassc001,webbl001,1
2022-05-24,MIL,SDN,4,1,5,2,8,0,burnc002,snelb001,0
2022-05-24,COL,PIT,2,1,7,0,5,0,freek001,contr001,0
2022-05-24,CHN,CIN,11,4,15,2,8,1,strom001,mahlt001,0
2022-05-24,PHI,ATL,5,6,10,1,14,1,gibsk002,friem001,1
2022-05-24,LAN,WAS,9,4,9,4,10,0,buehw001,grayj004,0
2022-05-25,BOS,CHA,1,3,7,0,5,1,hillr001,gioll001,1
2022-05-25,OAK,SEA,4,2,9,2,5,0,blacp001,ray-r002,0
2022-05-25,BAL,NYA,0,2,5,0,6,0,wellt003,searj001,1
2022-05-25,DET,MIN,4,2,8,3,7,1,garcr007,bundd001,0
2022-05-25,CLE,HOU,1,2,4,0,7,0,quanc001,javic001,1
2022-05-25,TEX,ANA,7,2,10,2,6,0,ottog001,detmr001,0
2022-05-25,MIA,TBA,4,5,9,1,6,1,potec001,rasmd002,1
2022-05-25,NYN,SFN,3,9,5,1,8,4,szapt001,junij001,1
2022-05-25,MIL,SDN,2,1,4,0,5,0,ashba003,darvy001,0
2022-05-25,COL,PIT,5,10,13,1,9,2,feltr001,thomz001,1
2022-05-25,CHN,CIN,3,4,5,0,7,1,hendk001,castl003,1
2022-05-25,PHI,ATL,4,8,11,1,13,3,suarr001,mortc002,1
2022-05-25,LAN,WAS,0,1,6,0,6,0,uriaj001,fedde001,1
2022-05-26,NYA,TBA,7,2,6,0,6,0,cortn001,yarbr001,0
2022-05-26,TEX,OAK,4,1,7,1,5,0,perem004,montf001,0
2022-05-26,KCA,MIN,3,2,6,0,12,0,lyncd001,smeld001,0
2022-05-26,CLE,DET,3,4,8,0,9,0,pilkk001,skubt001,1
2022-05-26,BOS,CHA,16,7,19,3,10,1,wachm001,keucd001,0
2022-05-26,COL,WAS,3,7,8,0,9,0,marqg001,corbp001,1
2022-05-26,MIL,SLN,4,3,12,1,7,1,lauee001,waina001,0
2022-05-26,CHN,CIN,5,20,8,3,20,2,steej002,greeh001,1
2022-05-26,PHI,ATL,4,1,6,1,5,0,nolaa001,wrigk001,0
2022-05-26,LAN,ARI,14,1,24,2,8,1,whitm004,casth002,0
2022-05-26,TOR,ANA,6,3,7,3,10,0,ryu-h001,ohtas001,0
2022-05-27,BAL,BOS,12,8,15,3,14,1,bradk001,whitg002,0
2022-05-27,HOU,SEA,1,6,9,0,10,4,verlj001,flexc001,1
2022-05-27,NYA,TBA,2,0,6,2,2,0,tailj001,sprij001,0
2022-05-27,KCA,MIN,7,10,13,2,15,2,kellb003,oberb002,1
2022-05-27,TOR,ANA,4,3,11,0,7,2,manoa001,silsc001,0
2022-05-27,TEX,OAK,8,5,13,0,5,2,grayj003,irvic001,0
2022-05-27,PIT,SDN,3,4,4,1,8,1,quinj001,manas001,1
2022-05-27,PHI,NYN,6,8,9,1,9,1,faltb001,carrc003,1
2022-05-27,SFN,CIN,1,5,6,0,9,1,rodoc001,ashcg001,1
2022-05-27,MIA,ATL,4,6,5,2,6,1,roget003,andei001,1
2022-05-27,LAN,ARI,6,4,8,3,9,0,pepir001,bumgm001,0
2022-05-27,MIL,SLN,2,4,8,1,5,1,woodb005,hudsd002,1
2022-05-28,NYA,TBA,1,3,4,0,7,0,coleg001,klubc001,1
2022-05-28,HOU,SEA,0,6,5,0,13,1,urquj001,gilbl002,1
2022-05-28,TEX,OAK,11,4,18,3,10,1,heart001,loguz001,0
2022-05-28,KCA,MIN,7,3,11,0,11,1,singb001,archc001,0
2022-05-28,CLE,DET,8,1,11,1,10,0,biebs001,faeda001,0
2022-05-28,CHN,CHA,5,1,10,0,7,1,thomk002,cuetj001,0
2022-05-28,BAL,BOS,4,2,7,1,9,0,reyed002,wincj001,0
2022-05-28,TOR,ANA,6,5,10,0,13,1,kikuy001,lorem002,0
2022-05-28,COL,WAS,7,13,12,1,14,2,gomba001,sanca006,1
2022-05-28,MIL,SLN,3,8,7,2,12,2,housa001,libem001,1
2022-05-28,PIT,SDN,4,2,8,1,10,0,brubj001,musgj001,0
2022-05-28,PHI,NYN,2,8,7,0,10,1,efliz001,walkt004,1
